"Gene.stable.ID"	"Gene.name"	"Gene.name.uniq"	"in.dataset"	"ZFIN.ID"	"Gene.description"
"17703"	"ENSDARG00000039232"	"dusp8b"	"dusp8b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120914-3\")"	"dual specificity phosphatase 8b [Source:ZFIN;Acc:ZDB-GENE-120914-3]"
"17719"	"ENSDARG00000054033"	"hoxb1b"	"hoxb1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-290\")"	"homeobox B1b [Source:ZFIN;Acc:ZDB-GENE-980526-290]"
"17721"	"ENSDARG00000016858"	"smad7"	"smad7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030128-3\")"	"SMAD family member 7 [Source:ZFIN;Acc:ZDB-GENE-030128-3]"
"17723"	"ENSDARG00000079765"	"si:ch211-112f3.4"	"si:ch211-112f3.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141219-9\")"	"si:ch211-112f3.4 [Source:ZFIN;Acc:ZDB-GENE-141219-9]"
"17726"	"ENSDARG00000077811"	"sox11a"	"sox11a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-395\")"	"SRY (sex determining region Y)-box 11a [Source:ZFIN;Acc:ZDB-GENE-980526-395]"
"17738"	"ENSDARG00000091150"	"mki67"	"mki67"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9771\")"	"marker of proliferation Ki-67 [Source:ZFIN;Acc:ZDB-GENE-030131-9771]"
"17745"	"ENSDARG00000025254"	"s100a10b"	"s100a10b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1937\")"	"S100 calcium binding protein A10b [Source:ZFIN;Acc:ZDB-GENE-040426-1937]"
"17758"	"ENSDARG00000040732"	"elavl2"	"elavl2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040704-9\")"	"ELAV like neuron-specific RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040704-9]"
"17769"	"ENSDARG00000102525"	"lck"	"lck"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040617-1\")"	"LCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-040617-1]"
"17795"	"ENSDARG00000094041"	"krt17"	"krt17"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-86\")"	"keratin 17 [Source:ZFIN;Acc:ZDB-GENE-060503-86]"
"17801"	"ENSDARG00000058206"	"si:ch211-153b23.5"	"si:ch211-153b23.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9744\")"	"si:ch211-153b23.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9744]"
"17821"	"ENSDARG00000063636"	"galnt11"	"galnt11"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-998\")"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11) [Source:ZFIN;Acc:ZDB-GENE-060929-998]"
"17843"	"ENSDARG00000094892"	"cenph"	"cenph"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081104-340\")"	"centromere protein H [Source:ZFIN;Acc:ZDB-GENE-081104-340]"
"17844"	"ENSDARG00000040245"	"kpnb3"	"kpnb3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030424-2\")"	"karyopherin (importin) beta 3 [Source:ZFIN;Acc:ZDB-GENE-030424-2]"
"17845"	"ENSDARG00000042835"	"tfdp2"	"tfdp2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030219-104\")"	"transcription factor Dp-2 [Source:ZFIN;Acc:ZDB-GENE-030219-104]"
"17847"	"ENSDARG00000036830"	"krt17"	"krt17*1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040801-181\")"	"keratin 17 [Source:ZFIN;Acc:ZDB-GENE-060503-86]"
"17857"	"ENSDARG00000101181"	"s100w"	"s100w"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080407-2\")"	"S100 calcium binding protein W [Source:ZFIN;Acc:ZDB-GENE-080407-2]"
"17864"	"ENSDARG00000020239"	"lpin1"	"lpin1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080722-2\")"	"lipin 1 [Source:ZFIN;Acc:ZDB-GENE-080722-2]"
"17874"	"ENSDARG00000037593"	"prickle2b"	"prickle2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030724-6\")"	"prickle homolog 2b [Source:ZFIN;Acc:ZDB-GENE-030724-6]"
"17879"	"ENSDARG00000058996"	"jam2a"	"jam2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031204-3\")"	"junctional adhesion molecule 2a [Source:ZFIN;Acc:ZDB-GENE-031204-3]"
"17894"	"ENSDARG00000031317"	"ppdpfb"	"ppdpfb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8247\")"	"pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN;Acc:ZDB-GENE-030131-8247]"
"17895"	"ENSDARG00000092947"	"cyt1"	"cyt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-991008-6\")"	"type I cytokeratin, enveloping layer [Source:ZFIN;Acc:ZDB-GENE-991008-6]"
"17900"	"ENSDARG00000097973"	"si:ch1073-190k2.1"	"si:ch1073-190k2.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-449\")"	"si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]"
"17918"	"ENSDARG00000036382"	"ponzr6"	"ponzr6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081104-326\")"	"plac8 onzin related protein 6 [Source:ZFIN;Acc:ZDB-GENE-081104-326]"
"17934"	"ENSDARG00000103264"	"DCDC2C"	"DCDC2C"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-160113-73\")"	"doublecortin domain containing 2C [Source:HGNC Symbol;Acc:HGNC:32696]"
"17948"	"ENSDARG00000040440"	"snrpd2"	"snrpd2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040914-10\")"	"small nuclear ribonucleoprotein D2 polypeptide [Source:ZFIN;Acc:ZDB-GENE-040914-10]"
"17951"	"ENSDARG00000015070"	"pola2"	"pola2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-778\")"	"polymerase (DNA directed), alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-778]"
"17957"	"ENSDARG00000096906"	"si:dkey-7i4.24"	"si:dkey-7i4.24"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1157\")"	"si:dkey-7i4.24 [Source:ZFIN;Acc:ZDB-GENE-030131-1157]"
"17978"	"ENSDARG00000036834"	"krt92"	"krt92"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-363\")"	"keratin 92 [Source:ZFIN;Acc:ZDB-GENE-050417-363]"
"17992"	"ENSDARG00000045687"	"pdzrn4"	"pdzrn4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041210-237\")"	"PDZ domain containing ring finger 4 [Source:ZFIN;Acc:ZDB-GENE-041210-237]"
"17995"	"ENSDARG00000074708"	"armc3"	"armc3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110614-1\")"	"armadillo repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-110614-1]"
"18012"	"ENSDARG00000061713"	"tpd52"	"tpd52"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-680\")"	"tumor protein D52 [Source:ZFIN;Acc:ZDB-GENE-060503-680]"
"18029"	"ENSDARG00000091085"	"lepa"	"lepa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081001-1\")"	"leptin a [Source:ZFIN;Acc:ZDB-GENE-081001-1]"
"18034"	"ENSDARG00000030311"	"tmc2b"	"tmc2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060526-262\")"	"transmembrane channel-like 2b [Source:ZFIN;Acc:ZDB-GENE-060526-262]"
"18036"	"ENSDARG00000017928"	"xrcc3"	"xrcc3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-116\")"	"X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:ZFIN;Acc:ZDB-GENE-050320-116]"
"18049"	"ENSDARG00000036832"	"cyt1l"	"cyt1l"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061026-4\")"	"type I cytokeratin, enveloping layer, like [Source:ZFIN;Acc:ZDB-GENE-061026-4]"
"18062"	"ENSDARG00000045611"	"nfybb"	"nfybb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050306-25\")"	"nuclear transcription factor Y, beta b [Source:ZFIN;Acc:ZDB-GENE-050306-25]"
"18094"	"ENSDARG00000077456"	"si:ch211-113a14.12"	"si:ch211-113a14.12"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-42\")"	"si:ch211-113a14.12 [Source:ZFIN;Acc:ZDB-GENE-121214-99]"
"18124"	"ENSDARG00000068382"	"pglyrp5"	"pglyrp5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050419-71\")"	"peptidoglycan recognition protein 5 [Source:ZFIN;Acc:ZDB-GENE-050419-71]"
"18131"	"ENSDARG00000078717"	"itga8"	"itga8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080220-48\")"	"integrin, alpha 8 [Source:ZFIN;Acc:ZDB-GENE-080220-48]"
"18145"	"ENSDARG00000073820"	"zgc:174917"	"zgc:174917"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070928-42\")"	"zgc:174917 [Source:ZFIN;Acc:ZDB-GENE-070928-42]"
"18151"	"ENSDARG00000043608"	"eif4ebp1"	"eif4ebp1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2332\")"	"eukaryotic translation initiation factor 4E binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2332]"
"18182"	"ENSDARG00000037640"	"aurkb"	"aurkb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020419-40\")"	"aurora kinase B [Source:ZFIN;Acc:ZDB-GENE-020419-40]"
"18184"	"ENSDARG00000041623"	"mt2"	"mt2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4174\")"	"metallothionein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4174]"
"18188"	"ENSDARG00000005462"	"kif4"	"kif4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1545\")"	"kinesin family member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1545]"
"18213"	"ENSDARG00000099101"	"gch2"	"gch2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001205-3\")"	"GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]"
"18291"	"ENSDARG00000053074"	"gipc3"	"gipc3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060616-326\")"	"GIPC PDZ domain containing family, member 3 [Source:ZFIN;Acc:ZDB-GENE-060616-326]"
"18295"	"ENSDARG00000056181"	"ncam1a"	"ncam1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-31\")"	"neural cell adhesion molecule 1a [Source:ZFIN;Acc:ZDB-GENE-990415-31]"
"18315"	"ENSDARG00000058818"	"rbm38"	"rbm38"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5923\")"	"RNA binding motif protein 38 [Source:ZFIN;Acc:ZDB-GENE-030131-5923]"
"18346"	"ENSDARG00000088612"	"si:ch211-153b23.7"	"si:ch211-153b23.7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-14\")"	"si:ch211-153b23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-14]"
"18357"	"ENSDARG00000097585"	"CR548634.2"	"CR548634.2"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"18358"	"ENSDARG00000037997"	"tubb5"	"tubb5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031110-4\")"	"tubulin, beta 5 [Source:ZFIN;Acc:ZDB-GENE-031110-4]"
"18361"	"ENSDARG00000076143"	"ppip5k1a"	"ppip5k1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100426-4\")"	"diphosphoinositol pentakisphosphate kinase 1a [Source:ZFIN;Acc:ZDB-GENE-100426-4]"
"18367"	"ENSDARG00000068993"	"zgc:153631"	"zgc:153631"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060825-208\")"	"zgc:153631 [Source:ZFIN;Acc:ZDB-GENE-060825-208]"
"18368"	"ENSDARG00000030999"	"mybl1"	"mybl1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041111-281\")"	"v-myb avian myeloblastosis viral oncogene homolog-like 1 [Source:ZFIN;Acc:ZDB-GENE-041111-281]"
"18394"	"ENSDARG00000023031"	"hoxa2b"	"hoxa2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-98\")"	"homeobox A2b [Source:ZFIN;Acc:ZDB-GENE-990415-98]"
"18400"	"ENSDARG00000093804"	"sst6"	"sst6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081022-199\")"	"somatostatin 6 [Source:ZFIN;Acc:ZDB-GENE-081022-199]"
"18426"	"ENSDARG00000093773"	"si:ch1073-296i8.2"	"si:ch1073-296i8.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-9\")"	"si:ch1073-296i8.2 [Source:ZFIN;Acc:ZDB-GENE-110411-9]"
"18432"	"ENSDARG00000019525"	"tbcelb"	"tbcelb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100921-13\")"	"tubulin folding cofactor E-like b [Source:ZFIN;Acc:ZDB-GENE-100921-13]"
"18433"	"ENSDARG00000097241"	"BX120016.1"	"BX120016.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"18439"	"ENSDARG00000100892"	"cfap53"	"cfap53"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-508\")"	"cilia and flagella associated protein 53 [Source:ZFIN;Acc:ZDB-GENE-060503-508]"
"18441"	"ENSDARG00000006065"	"znf385b"	"znf385b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030616-154\")"	"zinc finger protein 385B [Source:ZFIN;Acc:ZDB-GENE-030616-154]"
"18442"	"ENSDARG00000076896"	"si:dkey-188g12.1"	"si:dkey-188g12.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-332\")"	"si:dkey-188g12.1 [Source:ZFIN;Acc:ZDB-GENE-070705-332]"
"18445"	"ENSDARG00000009978"	"icn"	"icn"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8599\")"	"ictacalcin [Source:ZFIN;Acc:ZDB-GENE-030131-8599]"
"18464"	"ENSDARG00000070705"	"zgc:64022"	"zgc:64022"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1340\")"	"zgc:64022 [Source:ZFIN;Acc:ZDB-GENE-040426-1340]"
"18484"	"ENSDARG00000024877"	"ptgr1"	"ptgr1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041212-80\")"	"prostaglandin reductase 1 [Source:ZFIN;Acc:ZDB-GENE-041212-80]"
"18495"	"ENSDARG00000054804"	"anp32e"	"anp32e"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2448\")"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:ZFIN;Acc:ZDB-GENE-040426-2448]"
"18517"	"ENSDARG00000105548"	"si:dkey-1h4.4"	"si:dkey-1h4.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-160728-41\")"	"si:dkey-1h4.4 [Source:ZFIN;Acc:ZDB-GENE-160728-41]"
"18534"	"ENSDARG00000006981"	"ccdc113"	"ccdc113"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041010-163\")"	"coiled-coil domain containing 113 [Source:ZFIN;Acc:ZDB-GENE-041010-163]"
"18547"	"ENSDARG00000062152"	"chaf1a"	"chaf1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5366\")"	"chromatin assembly factor 1, subunit A (p150) [Source:ZFIN;Acc:ZDB-GENE-030131-5366]"
"18550"	"ENSDARG00000101975"	"BX682558.1"	"BX682558.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"18560"	"ENSDARG00000007241"	"mycb"	"mycb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-780\")"	"MYC proto-oncogene, bHLH transcription factor b [Source:ZFIN;Acc:ZDB-GENE-040426-780]"
"18586"	"ENSDARG00000104571"	"gadd45ab"	"gadd45ab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040704-60\")"	"growth arrest and DNA-damage-inducible, alpha, b [Source:ZFIN;Acc:ZDB-GENE-040704-60]"
"18614"	"ENSDARG00000032765"	"net1"	"net1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041121-18\")"	"neuroepithelial cell transforming 1 [Source:ZFIN;Acc:ZDB-GENE-041121-18]"
"18616"	"ENSDARG00000093628"	"s100a11"	"s100a11"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070717-5\")"	"S100 calcium binding protein A11 [Source:ZFIN;Acc:ZDB-GENE-070717-5]"
"18622"	"ENSDARG00000003941"	"rrs1"	"rrs1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9345\")"	"RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-9345]"
"18625"	"ENSDARG00000078433"	"spc25"	"spc25"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060810-13\")"	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060810-13]"
"18678"	"ENSDARG00000042824"	"nfe2l2a"	"nfe2l2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030723-2\")"	"nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]"
"18688"	"ENSDARG00000055514"	"icn2"	"icn2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070822-9\")"	"ictacalcin 2 [Source:ZFIN;Acc:ZDB-GENE-070822-9]"
"18693"	"ENSDARG00000070656"	"si:ch211-69g19.2"	"si:ch211-69g19.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030804-13\")"	"si:ch211-69g19.2 [Source:ZFIN;Acc:ZDB-GENE-030804-13]"
"18698"	"ENSDARG00000054154"	"bms1"	"bms1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060720-2\")"	"BMS1 ribosome biogenesis factor [Source:ZFIN;Acc:ZDB-GENE-060720-2]"
"18700"	"ENSDARG00000086764"	"mdc1"	"mdc1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060810-185\")"	"mediator of DNA damage checkpoint 1 [Source:ZFIN;Acc:ZDB-GENE-060810-185]"
"18735"	"ENSDARG00000033999"	"cyp26a1"	"cyp26a1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990415-44\")"	"cytochrome P450, family 26, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-990415-44]"
"18747"	"ENSDARG00000011602"	"si:dkeyp-117h8.2"	"si:dkeyp-117h8.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041210-321\")"	"si:dkeyp-117h8.2 [Source:ZFIN;Acc:ZDB-GENE-041210-321]"
"18749"	"ENSDARG00000056386"	"tmc1"	"tmc1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060526-261\")"	"transmembrane channel-like 1 [Source:ZFIN;Acc:ZDB-GENE-060526-261]"
"18750"	"ENSDARG00000029432"	"tph1a"	"tph1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030317-1\")"	"tryptophan hydroxylase 1 (tryptophan 5-monooxygenase) a [Source:ZFIN;Acc:ZDB-GENE-030317-1]"
"18753"	"ENSDARG00000012269"	"clcn1b"	"clcn1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-100921-11\")"	"chloride channel, voltage-sensitive 1b [Source:ZFIN;Acc:ZDB-GENE-100921-11]"
"18781"	"ENSDARG00000035470"	"sh3glb2b"	"sh3glb2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-833\")"	"SH3-domain GRB2-like endophilin B2b [Source:ZFIN;Acc:ZDB-GENE-040426-833]"
"18790"	"ENSDARG00000091860"	"zgc:194007"	"zgc:194007"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081022-49\")"	"zgc:194007 [Source:ZFIN;Acc:ZDB-GENE-081022-49]"
"18798"	"ENSDARG00000069552"	"atoh7"	"atoh7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000926-1\")"	"atonal bHLH transcription factor 7 [Source:ZFIN;Acc:ZDB-GENE-000926-1]"
"18804"	"ENSDARG00000035634"	"rfc5"	"rfc5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040907-1\")"	"replication factor C (activator 1) 5 [Source:ZFIN;Acc:ZDB-GENE-040907-1]"
"18824"	"ENSDARG00000031952"	"mb"	"mb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1430\")"	"myoglobin [Source:ZFIN;Acc:ZDB-GENE-040426-1430]"
"18829"	"ENSDARG00000075421"	"pttg1"	"pttg1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081104-345\")"	"pituitary tumor-transforming 1 [Source:ZFIN;Acc:ZDB-GENE-081104-345]"
"18881"	"ENSDARG00000059150"	"tmem107"	"tmem107"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2294\")"	"transmembrane protein 107 [Source:ZFIN;Acc:ZDB-GENE-040426-2294]"
"18925"	"ENSDARG00000101180"	"mcm7"	"mcm7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020419-27\")"	"minichromosome maintenance complex component 7 [Source:ZFIN;Acc:ZDB-GENE-020419-27]"
"18926"	"ENSDARG00000100582"	"si:ch211-195b11.3"	"si:ch211-195b11.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141222-6\")"	"si:ch211-195b11.3 [Source:ZFIN;Acc:ZDB-GENE-141222-6]"
"18969"	"ENSDARG00000105096"	"si:ch1073-67j19.1"	"si:ch1073-67j19.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-297\")"	"si:ch1073-67j19.1 [Source:ZFIN;Acc:ZDB-GENE-141216-297]"
"18973"	"ENSDARG00000094820"	"si:dkey-58f10.4"	"si:dkey-58f10.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060526-318\")"	"si:dkey-58f10.4 [Source:ZFIN;Acc:ZDB-GENE-060526-318]"
"18982"	"ENSDARG00000056134"	"c1qtnf5"	"c1qtnf5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050706-101\")"	"C1q and TNF related 5 [Source:ZFIN;Acc:ZDB-GENE-050706-101]"
"18991"	"ENSDARG00000024954"	"tmed4"	"tmed4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-140\")"	"transmembrane p24 trafficking protein 4 [Source:ZFIN;Acc:ZDB-GENE-040625-140]"
"19004"	"ENSDARG00000010083"	"rbfox3a"	"rbfox3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-111213-1\")"	"RNA binding protein, fox-1 homolog (C. elegans) 3a [Source:ZFIN;Acc:ZDB-GENE-111213-1]"
"19013"	"ENSDARG00000104976"	"si:ch1073-67j19.2"	"si:ch1073-67j19.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-263\")"	"si:ch1073-67j19.2 [Source:ZFIN;Acc:ZDB-GENE-141216-263]"
"19025"	"ENSDARG00000078473"	"nucks1a"	"nucks1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040912-175\")"	"nuclear casein kinase and cyclin-dependent kinase substrate 1a [Source:ZFIN;Acc:ZDB-GENE-040912-175]"
"19037"	"ENSDARG00000071224"	"si:ch211-133n4.4"	"si:ch211-133n4.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-898\")"	"si:ch211-133n4.4 [Source:ZFIN;Acc:ZDB-GENE-030131-898]"
"19043"	"ENSDARG00000038066"	"kpna2"	"kpna2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-22\")"	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:ZFIN;Acc:ZDB-GENE-040718-22]"
"19047"	"ENSDARG00000035694"	"stm"	"stm"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031112-4\")"	"starmaker [Source:ZFIN;Acc:ZDB-GENE-031112-4]"
"19062"	"ENSDARG00000042458"	"rfc4"	"rfc4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040824-3\")"	"replication factor C (activator 1) 4 [Source:ZFIN;Acc:ZDB-GENE-040824-3]"
"19073"	"ENSDARG00000045132"	"vdac1"	"vdac1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6514\")"	"voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]"
"19076"	"ENSDARG00000068128"	"ppp1r15b"	"ppp1r15b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030829-40\")"	"protein phosphatase 1, regulatory subunit 15B [Source:ZFIN;Acc:ZDB-GENE-030829-40]"
"19091"	"ENSDARG00000074843"	"phldb2b"	"phldb2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3235\")"	"pleckstrin homology-like domain, family B, member 2b [Source:ZFIN;Acc:ZDB-GENE-030131-3235]"
"19094"	"ENSDARG00000087236"	"hist1h4l"	"hist1h4l*16"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070424-79\")"	"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]"
"19111"	"ENSDARG00000003526"	"psma5"	"psma5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-96\")"	"proteasome subunit alpha 5 [Source:ZFIN;Acc:ZDB-GENE-040625-96]"
"19133"	"ENSDARG00000012820"	"nop56"	"nop56"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040109-1\")"	"NOP56 ribonucleoprotein homolog [Source:ZFIN;Acc:ZDB-GENE-040109-1]"
"19146"	"ENSDARG00000053448"	"si:ch211-251f6.6"	"si:ch211-251f6.6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3219\")"	"si:ch211-251f6.6 [Source:ZFIN;Acc:ZDB-GENE-030131-3219]"
